NOVA BIOMEDICAL CORPORATION,ORASURE TECHNOLOGIES,4
THE NTI GROUP INC,THEA BOWMAN PREPATORY ACADEMY,4
THE NTI GROUP INC,GIST FAMILY CATERING,2
THE NTI GROUP INC,WASHINGTON YU YING PUBLIC CHAR,2
THE NTI GROUP INC,SEPTIMA CLARK PCS,4
THE NTI GROUP INC,LATIN AMERICAN MONTESSORI,2
THE NTI GROUP INC,TWO RIVERS PCS,2
THE NTI GROUP INC,COLLABORATIVE COMMUNICATIONS,2
THE NTI GROUP INC,COVENANT HOUSE WASHINGTON,2
THE NTI GROUP INC,MARY MCLEOD BETHUNE DAY ACAD.,4
THE NTI GROUP INC,TELECOMMUNICATIONS DEV CORP,2
THE NTI GROUP INC,ADVANCED LEARNING CENTERS,2
THE NTI GROUP INC,MULTICULTURAL REHAB INC.,2
THE NTI GROUP INC,"RESONANCE, LLC",2
THE NTI GROUP INC,"OST, INC.",2
THE NTI GROUP INC,CORP./WASH. LATIN SCHOOL,2
THE NTI GROUP INC,PAUL JUNIOR HIGH PCS,4
THE NTI GROUP INC,WVSA SCHOOL FOR ARTS,6
"HI-TECH SOLUTION, INC.",PREMIER OFFICE & MEDICAL SUPPL,4
"HI-TECH SOLUTION, INC.",CENGAGE LEARNING,4
"HI-TECH SOLUTION, INC.",CAPITOL ENTERTAINMENT,4
"HI-TECH SOLUTION, INC.",JOHNS HOPKINS UNIVERSITY,4
"HI-TECH SOLUTION, INC.","JEROME H. ROSS, LTD.",4
"HI-TECH SOLUTION, INC.",SCHOOL SPECIALTY,4
"HI-TECH SOLUTION, INC.",CATHY G. CROCKER,4
"HI-TECH SOLUTION, INC.","LECTORUM PUBLICATIONS, INC.",4
"HI-TECH SOLUTION, INC.",FLIK INTERNATIONAL,4
"HI-TECH SOLUTION, INC.",BRAINCHILD CORPORATION,4
"HI-TECH SOLUTION, INC.",SURVEY SOFTWARE SERVICES INC,4
"HI-TECH SOLUTION, INC.",BIO RAD LABORATORIES INC.,4
"HI-TECH SOLUTION, INC.",FUND FOR EDUCATION AND HUMAN SERVICE,8
"HI-TECH SOLUTION, INC.",DAVID KANE KREISBERG,4
"HI-TECH SOLUTION, INC.","DC CHOICES, LLC",4
"HI-TECH SOLUTION, INC.",WRIGHT EDUCATIONAL CONSULTANT,4
"HI-TECH SOLUTION, INC.",HAGERTY CONSULTING INC,4
"HI-TECH SOLUTION, INC.",GROUP 360 LLC,4
"HI-TECH SOLUTION, INC.",PEMBROKE WEST ASSOCIATES INC,4
"HI-TECH SOLUTION, INC.",FOLLETT SOFTWARE CO.,4
"HI-TECH SOLUTION, INC.","SYNTHESIS, INC",4
"HI-TECH SOLUTION, INC.","INCAPSULATE, LLC",4
"HI-TECH SOLUTION, INC.",WIRELESS GENERATION INC,4
"HI-TECH SOLUTION, INC.",NATALIE TOLSTOI,4
"HI-TECH SOLUTION, INC.","SAMSCHOOLS, LLC",4
"HI-TECH SOLUTION, INC.",STUDY ISLAND,8
"HI-TECH SOLUTION, INC.",GENERAL MERCHANDISE SUPPLIES,4
"HI-TECH SOLUTION, INC.",APPLE COMPUTER INC,8
"HI-TECH SOLUTION, INC.","WESTAT, INC.",4
"HI-TECH SOLUTION, INC.",TURNING THE PAGE,8
"HI-TECH SOLUTION, INC.",ACHIEVE TUTORING,4
"HI-TECH SOLUTION, INC.",AMER ALL HEALTH PHYS ED,4
"HI-TECH SOLUTION, INC.",CORPORATE EXPRESS EXEC COURIER,4
"HI-TECH SOLUTION, INC.",SCHOOL HEALTH CORPORATION,8
"HI-TECH SOLUTION, INC.",GEORGE WASHINGTON UNIVERSITY -,8
"HI-TECH SOLUTION, INC.",DELL COMPUTER CORP.,24
"HI-TECH SOLUTION, INC.",GREAT AMERICAN CORP,8
"HI-TECH SOLUTION, INC.",DUTCHMILL CATERERS,4
"HI-TECH SOLUTION, INC.",DISTRICT OF COLUMBIA URBAN DEB,4
"HI-TECH SOLUTION, INC.",WR HARRIS GROUP,4
"HI-TECH SOLUTION, INC.","PEARSON EDUCATION, INC.",4
"HI-TECH SOLUTION, INC.",MDM OFFICE SYSTEMS DBA STANDARD OFFICE SUPPLY,16
"HI-TECH SOLUTION, INC.",CBS OUTDOOR,4
"HI-TECH SOLUTION, INC.",REVOLUTION FOODS,4
"HI-TECH SOLUTION, INC.",HAMPTON BROWN BOOKS,4
"HI-TECH SOLUTION, INC.",MTW DISTRIBUTORS INC,4
"HI-TECH SOLUTION, INC.","DISCOVERY EDUCATION, INC.",8
"HI-TECH SOLUTION, INC.",LIFE INFINITE LLC,4
"HI-TECH SOLUTION, INC.",PSYCHOLOGICAL ASSESSMENT RESOU,4
"HI-TECH SOLUTION, INC.",SAMSON WITTY ASSOCIATES,4
"HI-TECH SOLUTION, INC.","FUNDS FOR LEARNING,LLC",4
"HI-TECH SOLUTION, INC.",WEST END TRAVEL INC,4
"HI-TECH SOLUTION, INC.",FORDE DESIGNS LLC,4
"HI-TECH SOLUTION, INC.",LAKESHORE LEARNING MATERIALS,4
"HI-TECH SOLUTION, INC.",CAREER PUBLISHING GROUP INC,4
"HI-TECH SOLUTION, INC.",GREENWOOD PUBLISHING GROUP INC,4
"HI-TECH SOLUTION, INC.","SCHOLASTIC, INC.",4
"HI-TECH SOLUTION, INC.",HEALTHY HABITS,4
"HI-TECH SOLUTION, INC.",WASH METRO AREA TRANSIT AUTH,12
"HI-TECH SOLUTION, INC.",THE KENNEDY CENTER,4
"HI-TECH SOLUTION, INC.","COMPASS GROUP USA, INC",4
"HI-TECH SOLUTION, INC.",AMERICAN RED CROSS OF THE NATI,4
"HI-TECH SOLUTION, INC.",WILSON LANGUAGE TRAINING CORP.,4
"HI-TECH SOLUTION, INC.",THE BOOKSOURCE INC,4
"HI-TECH SOLUTION, INC.",MARGIE MONROE DBA/3-L BUS,4
"HI-TECH SOLUTION, INC.",SCHOLASTIC LIBRARY PUBLISHING,8
"HI-TECH SOLUTION, INC.",MARY BETH CROWDER-MEIER,4
"HI-TECH SOLUTION, INC.",FRIENDSHIP PCS,4
"HI-TECH SOLUTION, INC.",GALLAUDET UNIVERSITY,4
"HI-TECH SOLUTION, INC.",BAKER & TAYLOR INC,4
"HI-TECH SOLUTION, INC.",REINGOLD INC,4
"HI-TECH SOLUTION, INC.",METROPOLITAN OFFICE PRODUCTS,16
"HI-TECH SOLUTION, INC.",BOLANA CAPITOL ENTERPRISES INC,8
"HI-TECH SOLUTION, INC.",CERTIPORT INC.,4
"HI-TECH SOLUTION, INC.",JEROME T. BARRETT,4
"HI-TECH SOLUTION, INC.","BRENTWORKS, INC.",4
"HI-TECH SOLUTION, INC.",SPERO TECHNOLOGIES,4
"HI-TECH SOLUTION, INC.",AMERICAN EXPRESS COMPANY,104
"HI-TECH SOLUTION, INC.",FOLLETT LIBRARY RESOURCES INC.,4
"HI-TECH SOLUTION, INC.",INTAC INC,8
"HI-TECH SOLUTION, INC.",PAUL GREENBERG,4
"HI-TECH SOLUTION, INC.",FOLLETT EDUCATIONAL SERVICES,4
"HI-TECH SOLUTION, INC.",SHARP ELECTRONICS CORPORATION,4
"HI-TECH SOLUTION, INC.",COLUMBIA HEIGHTS SHAW COLLABRATIVE,4
"HI-TECH SOLUTION, INC.",AMERICAN READING COMPANY,4
"HI-TECH SOLUTION, INC.",PROFESSIONAL SERVICE INDUSTRIE,8
"HI-TECH SOLUTION, INC.",ADT SECURITY SERVICES,4
"HI-TECH SOLUTION, INC.","ENCYCLOPEDIA CENTER, INC",4
"HI-TECH SOLUTION, INC.","IT'S LEARNING, INC.",4
"HI-TECH SOLUTION, INC.",SINGAPOREMATH.COM,4
"HI-TECH SOLUTION, INC.",LONG VIEW ASSOCIATES LLC,12
"HI-TECH SOLUTION, INC.",MIDTOWN PERSONNEL INC,4
"HI-TECH SOLUTION, INC.",EBSCO PUBLISHING,4
GEDIYON KIFLE,WASHINGTON CONCERT OPERA,2
GEDIYON KIFLE,WASHINGTON YOUTH CHOIR,2
GEDIYON KIFLE,MICHELLE HERMAN,2
GEDIYON KIFLE,D.C. JEWISH COMMUNITY CENTER,2
GEDIYON KIFLE,PEN FAULKNER FOUNDATION,4
GEDIYON KIFLE,BUILDING BRIDGES ACROSS RIVER,2
GEDIYON KIFLE,EL TEATRO DE DANZA CONTEMP.,2
GEDIYON KIFLE,WASH. AREA LAWYERS F/T ARTS,2
GEDIYON KIFLE,VIJAY PALAPARTY,2
GEDIYON KIFLE,MOLLY SPRINGFIELD,2
GEDIYON KIFLE,MARY J. EARLY,2
GEDIYON KIFLE,ELLINGTON FUND,2
GEDIYON KIFLE,ELEANOR WALTON,2
GEDIYON KIFLE,JOHN J. ANDERSON,2
GEDIYON KIFLE,MARION FREEMAN,2
GEDIYON KIFLE,STUDIO THEATRE,2
GEDIYON KIFLE,ATLAS PERFORMING ARTS CENTER,2
GEDIYON KIFLE,MIA FEUER,2
GEDIYON KIFLE,CORY OBERNDORFER,2
GEDIYON KIFLE,MAUREEN E. ANDARY,2
GEDIYON KIFLE,DANCE INSTITUTE OF WASHINGTON,2
GEDIYON KIFLE,LEVINE SCHOOL OF MUSIC,4
GEDIYON KIFLE,VIRGINIA N. DURRIN,2
GEDIYON KIFLE,THE IN SERIES INC.,2
GEDIYON KIFLE,EXCEL ACADEMY PCS,2
GEDIYON KIFLE,LORTON ART PROGRAM,2
GEDIYON KIFLE,ALEXIS E. GILLESPIE,4
GEDIYON KIFLE,SIMONE JACOBSON,2
GEDIYON KIFLE,JOSEPH YOUNG,2
GEDIYON KIFLE,ENVIRONMENTAL FILM FESTIVAL IN,4
GEDIYON KIFLE,PRISONS FOUNDATION,2
GEDIYON KIFLE,GALA HISPANIC THEATER,2
GEDIYON KIFLE,"WASHINGTON, DC INTERNATIONAL",2
GEDIYON KIFLE,NATIONAL BUILDING MUSEUM,4
GEDIYON KIFLE,WASHINGTON PERFORMING ARTS SOC,2
GEDIYON KIFLE,ANNA U. EDHOLM DAVIS,2
GEDIYON KIFLE,THURGOOD MARSHALL ACADEMY,2
GEDIYON KIFLE,MARY ANN DEBARBIERI,2
GEDIYON KIFLE,AVISH KHEBREHZADEH,2
GEDIYON KIFLE,RUTH STENSTROM,4
GEDIYON KIFLE,CHAJANA DENHARDER,2
GEDIYON KIFLE,MIRIAMS KITCHEN,2
GEDIYON KIFLE,JONATHAN B. TUCKER,2
GEDIYON KIFLE,PAN AMERICAN SYMPHONY,2
GEDIYON KIFLE,ADAM DAVIES,2
GEDIYON KIFLE,COLIN WINTERBOTTOM,2
GEDIYON KIFLE,HELANIUS J. WILKINS - EDGEWORK,2
GEDIYON KIFLE,PHILLIPS COLLECTION,4
GEDIYON KIFLE,YOUNG PLAYWRIGHTS THEATRE,4
GEDIYON KIFLE,CORCORAN SCHOOL OF ART,2
GEDIYON KIFLE,ALEXANDER PERGAMENT,2
GEDIYON KIFLE,AFRICAN CONTINUUM THEATRE CO.,2
GEDIYON KIFLE,"CENTRONIA, INC.",2
GEDIYON KIFLE,DOLORES KENDRICK,2
GEDIYON KIFLE,ASMARA GHEBREMICHAEL,2
GEDIYON KIFLE,WILLIAM WYTOLD LEBING,2
GEDIYON KIFLE,ELISSA GOETSCHIUS,2
GEDIYON KIFLE,"CAPITOL MOVEMENT, INC.",2
GEDIYON KIFLE,"FOTOWEEK DC, INC.",2
GEDIYON KIFLE,PATRICIA M SITAR CENTER,2
GEDIYON KIFLE,WASHINGTON NATIONAL OPERA,2
GEDIYON KIFLE,EAST OF THE RIVER BOYS & GIRLS,4
GEDIYON KIFLE,JANIS G.GOODMAN,2
GEDIYON KIFLE,DC ARTS & HUMANITIES EDUCATION,2
GEDIYON KIFLE,MOMENTUM,2
GEDIYON KIFLE,WILLIAM THOMAS BOBO,2
GEDIYON KIFLE,POST CLASSICAL ENSEMBLE,2
GEDIYON KIFLE,TIMOTHY TATE,2
GEDIYON KIFLE,MOVING FORWARD,2
GEDIYON KIFLE,"THE VIP GROUP, INC.",2
GEDIYON KIFLE,CAPITOL HILL ARTS WORKSHOP,2
GEDIYON KIFLE,LIFE PIECES TO MASTERPIECES,2
GEDIYON KIFLE,MICHAEL D. IACOVONE,2
GEDIYON KIFLE,ERIK SANDBERG,2
GEDIYON KIFLE,KENNETH GEORGE,2
GEDIYON KIFLE,"DC WHEEL PRODUCTIONS, INC.",2
GEDIYON KIFLE,THE KENNEDY CENTER,2
GEDIYON KIFLE,OPERA LAFAYETTE,4
GEDIYON KIFLE,TEATRO DE LA LUNA,2
GEDIYON KIFLE,BARBARA JOSEPHS LIOTTA,2
GEDIYON KIFLE,JOSHUA COGAN,2
GEDIYON KIFLE,SMITH FARM CTR HEALING ARTS,2
GEDIYON KIFLE,INTERNATIONAL CHILD ART FOUNDA,2
GEDIYON KIFLE,U STREET THEATRE FOUNDATION,2
GEDIYON KIFLE,JAMES RENWICK ALLIANCE,2
GEDIYON KIFLE,DC FILM ALLIANCE,2
GEDIYON KIFLE,PATRICK MCDONOUGH,2
GEDIYON KIFLE,ALEXANDRA SILVERTHORNE,2
GEDIYON KIFLE,FRIENDSHIP PCS,2
GEDIYON KIFLE,CITY DANCE ENSEMBLE INC,4
GEDIYON KIFLE,INTERNATIONAL ART AND ARTISTS,4
GEDIYON KIFLE,CULTURAL ALLIANCE OF GREATER,4
GEDIYON KIFLE,KATHERINE M. JORDAN,2
GEDIYON KIFLE,MARTA PEREZ-GARCIA,2
GEDIYON KIFLE,SCOTT G BROOKS,2
GEDIYON KIFLE,XEROX CORPORATION,2
GEDIYON KIFLE,THE WASHINGTON BALLET,2
GEDIYON KIFLE,BRANDON W. BLOCH,2
GEDIYON KIFLE,KHANH H. LE,2
GEDIYON KIFLE,JUDY SOUTHERLAND,2
GEDIYON KIFLE,JOY OF MOTION DANCE CENTER,2
GEDIYON KIFLE,LATIN AMERICAN YOUTH CENTER,2
GEDIYON KIFLE,STEP AFRIKA] USA INC,4
GEDIYON KIFLE,CHORAL ARTS SOCIETY OF WASHING,2
GEDIYON KIFLE,"FILM ODYSSEY, INC.",2
GEDIYON KIFLE,FRIENDS OF FILLMORE ART CENTER,2
GEDIYON KIFLE,ROBERT WALKER PATTERSON,2
GEDIYON KIFLE,SOLAS NUA,4
SEPTIMA CLARK PCS,SEED FOUNDATION,10
SEPTIMA CLARK PCS,WASHINGTON MATH SCIENCE PCHS,10
SEPTIMA CLARK PCS,"MVS, INC.",4
SEPTIMA CLARK PCS,MAYA ANGELOU PCS,10
SEPTIMA CLARK PCS,BOOKER T WASHINGTON PCS,2
SEPTIMA CLARK PCS,SASHA BRUCE YOUTHWORK,4
SEPTIMA CLARK PCS,ST. COLETTA SPECIAL EDUCATION,2
SEPTIMA CLARK PCS,EUPHEMIA L. HAYNES PCS,2
SEPTIMA CLARK PCS,THURGOOD MARSHALL ACADEMY,2
SEPTIMA CLARK PCS,TREE OF LIFE COMMUNITY PCS,10
SEPTIMA CLARK PCS,HOPE COMMUNITY CHARTER SCHOOL,2
SEPTIMA CLARK PCS,EDUCATION STRENTHENS FAMILIES,2
SEPTIMA CLARK PCS,LITERACY PRO SYSTEMS INC,4
SEPTIMA CLARK PCS,MERIDIAN PUBLIC CHARTER SCHOOL,10
SEPTIMA CLARK PCS,DC BILINGUAL PCS,2
SEPTIMA CLARK PCS,GALLAUDET UNIVERSITY,4
SEPTIMA CLARK PCS,HOWARD UNIVERSITY PCMS,2
SEPTIMA CLARK PCS,BANNER STAFFING LLC,4
SEPTIMA CLARK PCS,KIPP DC/KEY ACADEMY PCS,2
SEPTIMA CLARK PCS,"CHATTERBOX, PLLC",4
SEPTIMA CLARK PCS,IDEAL ACADEMY PCS,2
SEPTIMA CLARK PCS,"WILLIAM E DOAR, JR. PCS",2
SEPTIMA CLARK PCS,REINGOLD INC,4
SEPTIMA CLARK PCS,BRIDGES PUBLIC CHARTER SCHOOL,2
SEPTIMA CLARK PCS,METROPOLITAN OFFICE PRODUCTS,4
SEPTIMA CLARK PCS,OPTIONS PUBLIC CHARTER SCHOOL,6
SEPTIMA CLARK PCS,NEXT STEP PCS,6
SEPTIMA CLARK PCS,COMMUNITY ACADEMY PCS,2
SEPTIMA CLARK PCS,NOONAN GAUMER ERICKSON LLC,4
SEPTIMA CLARK PCS,MILESTONE THERAPEUTIC SERVICES,4
SEPTIMA CLARK PCS,FRIENDSHIP PCS,2
SEPTIMA CLARK PCS,ROOTS PUBLIC CHARTER SCHOOL,2
SEPTIMA CLARK PCS,"CARLOS ROSARIO INT'L,PCS",2
SEPTIMA CLARK PCS,WASHINGTON YU YING PUBLIC CHAR,6
SEPTIMA CLARK PCS,THE PAXEN GROUP INC,4
SEPTIMA CLARK PCS,POTOMAC LIGHTHOUSE PCS,10
SEPTIMA CLARK PCS,HOWARD ROAD ACADEMY PCS,2
SEPTIMA CLARK PCS,THEA BOWMAN PREPATORY ACADEMY,10
SEPTIMA CLARK PCS,ELSIE WHITLOW STOKES PCS,2
SEPTIMA CLARK PCS,ACHIEVEMENT PREPARATORY ACADEM,2
SEPTIMA CLARK PCS,HOSPITALITY HIGH SCHOOL OF DC,2
SEPTIMA CLARK PCS,GIST FAMILY CATERING,4
SEPTIMA CLARK PCS,SEDC CHARTER SCHOOL INC.,2
SEPTIMA CLARK PCS,INTEGRATED DESIGN ELECTRONICS,2
SEPTIMA CLARK PCS,EARLY CHILDHOOD ACADEMY PCS,2
SEPTIMA CLARK PCS,CAPITAL CITY PCS,2
SEPTIMA CLARK PCS,ARTS & TECHNOLOGY ACAD PCS,2
SEPTIMA CLARK PCS,FLIK INTERNATIONAL,4
SEPTIMA CLARK PCS,EAGLE ACADEMY PCS,2
SEPTIMA CLARK PCS,EXCEL ACADEMY PCS,2
SEPTIMA CLARK PCS,LATIN AMERICAN MONTESSORI,6
SEPTIMA CLARK PCS,TWO RIVERS PCS,6
SEPTIMA CLARK PCS,CESAR CHAVEZ PCS,2
SEPTIMA CLARK PCS,NIA COMMUNITY PCS,2
SEPTIMA CLARK PCS,COLLABORATIVE COMMUNICATIONS,4
SEPTIMA CLARK PCS,COVENANT HOUSE WASHINGTON,4
SEPTIMA CLARK PCS,MARY MCLEOD BETHUNE DAY ACAD.,10
SEPTIMA CLARK PCS,LAYC YOUTHBUILD PCS,2
SEPTIMA CLARK PCS,TELECOMMUNICATIONS DEV CORP,4
SEPTIMA CLARK PCS,CENTER CITY PCS,2
SEPTIMA CLARK PCS,APPLETREE EARLY LEARNING PCS,2
SEPTIMA CLARK PCS,ADVANCED LEARNING CENTERS,4
SEPTIMA CLARK PCS,HYDE LEADERSHIP PCS WASH,2
SEPTIMA CLARK PCS,NATIONAL COLLEGIATE PREP. PCS,2
SEPTIMA CLARK PCS,MULTICULTURAL REHAB INC.,4
SEPTIMA CLARK PCS,"DC PREPARATORY ACADEMY,PCS",2
SEPTIMA CLARK PCS,"RESONANCE, LLC",4
SEPTIMA CLARK PCS,"OST, INC.",4
SEPTIMA CLARK PCS,CORP./WASH. LATIN SCHOOL,6
SEPTIMA CLARK PCS,PAUL JUNIOR HIGH PCS,10
SEPTIMA CLARK PCS,WVSA SCHOOL FOR ARTS,14
D.C. JEWISH COMMUNITY CENTER,WASHINGTON CONCERT OPERA,2
D.C. JEWISH COMMUNITY CENTER,WASHINGTON YOUTH CHOIR,2
D.C. JEWISH COMMUNITY CENTER,MICHELLE HERMAN,2
D.C. JEWISH COMMUNITY CENTER,PEN FAULKNER FOUNDATION,4
D.C. JEWISH COMMUNITY CENTER,BUILDING BRIDGES ACROSS RIVER,2
D.C. JEWISH COMMUNITY CENTER,EL TEATRO DE DANZA CONTEMP.,2
D.C. JEWISH COMMUNITY CENTER,WASH. AREA LAWYERS F/T ARTS,2
D.C. JEWISH COMMUNITY CENTER,VIJAY PALAPARTY,2
D.C. JEWISH COMMUNITY CENTER,MOLLY SPRINGFIELD,2
D.C. JEWISH COMMUNITY CENTER,MARY J. EARLY,2
D.C. JEWISH COMMUNITY CENTER,ELLINGTON FUND,2
D.C. JEWISH COMMUNITY CENTER,ELEANOR WALTON,2
D.C. JEWISH COMMUNITY CENTER,JOHN J. ANDERSON,2
D.C. JEWISH COMMUNITY CENTER,MARION FREEMAN,2
D.C. JEWISH COMMUNITY CENTER,STUDIO THEATRE,2
D.C. JEWISH COMMUNITY CENTER,ATLAS PERFORMING ARTS CENTER,2
D.C. JEWISH COMMUNITY CENTER,MIA FEUER,2
D.C. JEWISH COMMUNITY CENTER,CORY OBERNDORFER,2
D.C. JEWISH COMMUNITY CENTER,MAUREEN E. ANDARY,2
D.C. JEWISH COMMUNITY CENTER,DANCE INSTITUTE OF WASHINGTON,2
D.C. JEWISH COMMUNITY CENTER,LEVINE SCHOOL OF MUSIC,4
D.C. JEWISH COMMUNITY CENTER,VIRGINIA N. DURRIN,2
D.C. JEWISH COMMUNITY CENTER,THE IN SERIES INC.,2
D.C. JEWISH COMMUNITY CENTER,EXCEL ACADEMY PCS,2
D.C. JEWISH COMMUNITY CENTER,LORTON ART PROGRAM,2
D.C. JEWISH COMMUNITY CENTER,ALEXIS E. GILLESPIE,4
D.C. JEWISH COMMUNITY CENTER,SIMONE JACOBSON,2
D.C. JEWISH COMMUNITY CENTER,JOSEPH YOUNG,2
D.C. JEWISH COMMUNITY CENTER,ENVIRONMENTAL FILM FESTIVAL IN,4
D.C. JEWISH COMMUNITY CENTER,PRISONS FOUNDATION,2
D.C. JEWISH COMMUNITY CENTER,GALA HISPANIC THEATER,2
D.C. JEWISH COMMUNITY CENTER,"WASHINGTON, DC INTERNATIONAL",2
D.C. JEWISH COMMUNITY CENTER,NATIONAL BUILDING MUSEUM,4
D.C. JEWISH COMMUNITY CENTER,WASHINGTON PERFORMING ARTS SOC,2
D.C. JEWISH COMMUNITY CENTER,ANNA U. EDHOLM DAVIS,2
D.C. JEWISH COMMUNITY CENTER,THURGOOD MARSHALL ACADEMY,2
D.C. JEWISH COMMUNITY CENTER,MARY ANN DEBARBIERI,2
D.C. JEWISH COMMUNITY CENTER,AVISH KHEBREHZADEH,2
D.C. JEWISH COMMUNITY CENTER,RUTH STENSTROM,4
D.C. JEWISH COMMUNITY CENTER,CHAJANA DENHARDER,2
D.C. JEWISH COMMUNITY CENTER,MIRIAMS KITCHEN,2
D.C. JEWISH COMMUNITY CENTER,JONATHAN B. TUCKER,2
D.C. JEWISH COMMUNITY CENTER,PAN AMERICAN SYMPHONY,2
D.C. JEWISH COMMUNITY CENTER,ADAM DAVIES,2
D.C. JEWISH COMMUNITY CENTER,COLIN WINTERBOTTOM,2
D.C. JEWISH COMMUNITY CENTER,HELANIUS J. WILKINS - EDGEWORK,2
D.C. JEWISH COMMUNITY CENTER,PHILLIPS COLLECTION,4
D.C. JEWISH COMMUNITY CENTER,YOUNG PLAYWRIGHTS THEATRE,4
D.C. JEWISH COMMUNITY CENTER,CORCORAN SCHOOL OF ART,2
D.C. JEWISH COMMUNITY CENTER,ALEXANDER PERGAMENT,2
D.C. JEWISH COMMUNITY CENTER,AFRICAN CONTINUUM THEATRE CO.,2
D.C. JEWISH COMMUNITY CENTER,"CENTRONIA, INC.",2
D.C. JEWISH COMMUNITY CENTER,DOLORES KENDRICK,2
D.C. JEWISH COMMUNITY CENTER,ASMARA GHEBREMICHAEL,2
D.C. JEWISH COMMUNITY CENTER,WILLIAM WYTOLD LEBING,2
D.C. JEWISH COMMUNITY CENTER,ELISSA GOETSCHIUS,2
D.C. JEWISH COMMUNITY CENTER,"CAPITOL MOVEMENT, INC.",2
D.C. JEWISH COMMUNITY CENTER,"FOTOWEEK DC, INC.",2
D.C. JEWISH COMMUNITY CENTER,PATRICIA M SITAR CENTER,2
D.C. JEWISH COMMUNITY CENTER,WASHINGTON NATIONAL OPERA,2
D.C. JEWISH COMMUNITY CENTER,EAST OF THE RIVER BOYS & GIRLS,4
D.C. JEWISH COMMUNITY CENTER,JANIS G.GOODMAN,2
D.C. JEWISH COMMUNITY CENTER,DC ARTS & HUMANITIES EDUCATION,2
D.C. JEWISH COMMUNITY CENTER,MOMENTUM,2
D.C. JEWISH COMMUNITY CENTER,WILLIAM THOMAS BOBO,2
D.C. JEWISH COMMUNITY CENTER,POST CLASSICAL ENSEMBLE,2
D.C. JEWISH COMMUNITY CENTER,TIMOTHY TATE,2
D.C. JEWISH COMMUNITY CENTER,MOVING FORWARD,2
D.C. JEWISH COMMUNITY CENTER,"THE VIP GROUP, INC.",2
D.C. JEWISH COMMUNITY CENTER,CAPITOL HILL ARTS WORKSHOP,2
D.C. JEWISH COMMUNITY CENTER,LIFE PIECES TO MASTERPIECES,2
D.C. JEWISH COMMUNITY CENTER,MICHAEL D. IACOVONE,2
D.C. JEWISH COMMUNITY CENTER,ERIK SANDBERG,2
D.C. JEWISH COMMUNITY CENTER,KENNETH GEORGE,2
D.C. JEWISH COMMUNITY CENTER,"DC WHEEL PRODUCTIONS, INC.",2
D.C. JEWISH COMMUNITY CENTER,THE KENNEDY CENTER,2
D.C. JEWISH COMMUNITY CENTER,OPERA LAFAYETTE,4
D.C. JEWISH COMMUNITY CENTER,TEATRO DE LA LUNA,2
D.C. JEWISH COMMUNITY CENTER,BARBARA JOSEPHS LIOTTA,2
D.C. JEWISH COMMUNITY CENTER,JOSHUA COGAN,2
D.C. JEWISH COMMUNITY CENTER,SMITH FARM CTR HEALING ARTS,2
D.C. JEWISH COMMUNITY CENTER,INTERNATIONAL CHILD ART FOUNDA,2
D.C. JEWISH COMMUNITY CENTER,U STREET THEATRE FOUNDATION,2
